"ID","value","group","metric"
802,38.7,"Cranial","G'2 Palatal Breadth (end-end)"
805,104,"Mandibular","ML Maximum Length"
805,120,"Mandibular","W1 Bicondylar Width"
805,94.4,"Mandibular","GoGo Bigonial Breadth"
805,44.8,"Mandibular","ZZ Biforamen Breadth"
805,123,"Mandibular","M< Mandibular Angle"
805,30.7,"Mandibular","RB' Minimum Ramus B R"
805,29.5,"Mandibular","RB' Minimum Ramus B L"
805,61.4,"Mandibular","CrH Coronoid Height R"
805,60.7,"Mandibular","CrH Coronoid Height L"
805,68,"Mandibular","RH Ramus Height R"
805,66.6,"Mandibular","RH Ramus Height L"
805,440,"Post-Cranial","FeL1 L"
805,157,"Post-Cranial","CLL1 L"
805,39.6,"Post-Cranial","GLL L"
805,30,"Post-Cranial","GLB L"
805,64.7,"Post-Cranial","HuE1 R"
805,65.4,"Post-Cranial","HuE1 L"
805,235,"Post-Cranial","RaL R"
805,235,"Post-Cranial","RaL L"
805,23.8,"Post-Cranial","RaHD R"
805,24,"Post-Cranial","RaHD L"
805,257,"Post-Cranial","ULL1 R"
805,255,"Post-Cranial","ULL1 L"
805,28,"Post-Cranial","FeD1 R"
805,26.9,"Post-Cranial","FeD1 L"
805,33.7,"Post-Cranial","FeD2 R"
805,35,"Post-Cranial","FeD2 L"
805,24.8,"Post-Cranial","FeD3 L"
805,30.4,"Post-Cranial","FeD4 L"
805,88,"Post-Cranial","FeC L"
805,83.7,"Post-Cranial","FeE L"
805,32.3,"Post-Cranial","TiD1 R"
805,25.4,"Post-Cranial","TiD2 R"
805,79.6,"Post-Cranial","TiE L"
805,48.7,"Post-Cranial","FeHD L"
805,437,"Post-Cranial","FeL2 L"
805,48.6,"Post-Cranial","FeHD R"
810,446,"Post-Cranial","FeL1 R"
810,30.2,"Post-Cranial","FeD1 R"
810,28.3,"Post-Cranial","FeD1 L"
810,30.7,"Post-Cranial","FeD2 R"
810,30.5,"Post-Cranial","FeD2 L"
810,28.1,"Post-Cranial","FeD3 R"
810,24.8,"Post-Cranial","FeD4 R"
810,85,"Post-Cranial","FeC R"
810,81,"Post-Cranial","FeE R"
810,80,"Post-Cranial","FeE L"
810,343,"Post-Cranial","TiL1 L"
810,342,"Post-Cranial","TiL2 L"
810,34.5,"Post-Cranial","TiD1 L"
810,23.3,"Post-Cranial","TiD2 L"
810,74,"Post-Cranial","TiE L"
810,444,"Post-Cranial","FeL2 R"
810,46.2,"Post-Cranial","FeHD R"
812,38.1,"Cranial","O'1 Orbital Breadth R"
812,178,"Cranial","L Maximum Length"
812,135,"Cranial","B Maximum Breadth"
812,118,"Cranial","H' Basi-Bregmatic Height"
812,95,"Cranial","LB Basi-Nasal Length"
812,283,"Cranial","BQ' Transverse Biporial Arc"
812,120,"Cranial","S1 Frontal Arc"
812,110,"Cranial","S2 Parietal Arc"
812,112,"Cranial","S3 Occipital Arc"
812,103.3,"Cranial","S1' Frontal Chord"
812,103.4,"Cranial","S2' Parietal Chord"
812,92.4,"Cranial","S3' Occipital Chord"
812,500,"Cranial","U Max. Circumference"
812,105.7,"Cranial","Biast B Biasterionic Breadth"
812,36.8,"Cranial","FL Foraminal Length"
812,31.1,"Cranial","FB Foraminal Breadth"
812,88.7,"Cranial","ec-ec Bi-Orbital Breadth"
812,99.6,"Cranial","fmt-fmt Upper Facial Breadth"
812,35,"Cranial","O'2 Orbital Length R"
812,115,"Cranial","PBH Porion-Bregma Height R"
812,118,"Cranial","PBH Porion-Bregma Height L"
812,100,"Mandibular","ML Maximum Length"
812,111,"Mandibular","W1 Bicondylar Width"
812,93.8,"Mandibular","GoGo Bigonial Breadth"
812,40.2,"Mandibular","ZZ Biforamen Breadth"
812,122,"Mandibular","M< Mandibular Angle"
812,26.9,"Mandibular","RB' Minimum Ramus B R"
812,27.4,"Mandibular","RB' Minimum Ramus B L"
812,54.8,"Mandibular","CrH Coronoid Height R"
812,56.4,"Mandibular","CrH Coronoid Height L"
812,53,"Mandibular","RH Ramus Height R"
812,53,"Mandibular","RH Ramus Height L"
812,51.2,"Post-Cranial","BW"
812,420,"Post-Cranial","FeL1 R"
812,423,"Post-Cranial","FeL1 L"
812,139,"Post-Cranial","CLL1 R"
812,141,"Post-Cranial","CLL1 L"
812,36.5,"Post-Cranial","GLL R"
812,56,"Post-Cranial","HuE1 R"
812,53.4,"Post-Cranial","HuE1 L"
812,222,"Post-Cranial","RaL R"
812,218,"Post-Cranial","RaL L"
812,21.5,"Post-Cranial","RaHD R"
812,21,"Post-Cranial","RaHD L"
812,243,"Post-Cranial","ULL1 R"
812,238,"Post-Cranial","ULL1 L"
812,47,"Post-Cranial","TaL L"
812,26.2,"Post-Cranial","FeD1 R"
812,29.6,"Post-Cranial","FeD1 L"
812,31.8,"Post-Cranial","FeD2 R"
812,32.8,"Post-Cranial","FeD2 L"
812,27,"Post-Cranial","FeD3 R"
812,24.3,"Post-Cranial","FeD3 L"
812,26.8,"Post-Cranial","FeD4 R"
812,27.4,"Post-Cranial","FeD4 L"
812,83,"Post-Cranial","FeC R"
812,83,"Post-Cranial","FeC L"
812,333,"Post-Cranial","TiL1 R"
812,333,"Post-Cranial","TiL2 R"
812,30.8,"Post-Cranial","TiD1 R"
812,27.8,"Post-Cranial","TiD1 L"
812,23,"Post-Cranial","TiD2 R"
812,23,"Post-Cranial","TiD2 L"
812,65.8,"Post-Cranial","TiE R"
812,324,"Post-Cranial","FiL1 R"
812,69.3,"Post-Cranial","CaL R"
812,68.4,"Post-Cranial","CaL L"
812,46.8,"Post-Cranial","TaL R"
812,41,"Post-Cranial","FeHD L"
812,416,"Post-Cranial","FeL2 R"
812,420,"Post-Cranial","FeL2 L"
812,41.8,"Post-Cranial","FeHD R"
819,55.7,"Cranial","NH' Nasal Height"
819,23.8,"Cranial","NB Nasal Breadth"
819,6.3,"Cranial","SC Simotic Chord"
819,19,"Cranial","DC Bi-Dacryonic Chord"
819,30,"Cranial","DA Bi-Dacryonic Arc"
819,46,"Cranial","G'1 Palatal Length (st-o)"
819,50.3,"Cranial","ext-L External Length"
819,186,"Cranial","L Maximum Length"
819,138,"Cranial","B Maximum Breadth"
819,127,"Cranial","H' Basi-Bregmatic Height"
819,101,"Cranial","LB Basi-Nasal Length"
819,93,"Cranial","GL Basi-Alveolar Length"
819,310,"Cranial","BQ' Transverse Biporial Arc"
819,133,"Cranial","S1 Frontal Arc"
819,130,"Cranial","S2 Parietal Arc"
819,110,"Cranial","S3 Occipital Arc"
819,118,"Cranial","S1' Frontal Chord"
819,114,"Cranial","S2' Parietal Chord"
819,88.6,"Cranial","S3' Occipital Chord"
819,530,"Cranial","U Max. Circumference"
819,123.7,"Cranial","Biast B Biasterionic Breadth"
819,32.3,"Cranial","FL Foraminal Length"
819,28,"Cranial","FB Foraminal Breadth"
819,93,"Cranial","ec-ec Bi-Orbital Breadth"
819,102.6,"Cranial","fmt-fmt Upper Facial Breadth"
819,68.3,"Cranial","G'H Upper Facial Height"
819,128,"Cranial","PBH Porion-Bregma Height R"
819,123,"Cranial","PBH Porion-Bregma Height L"
819,125,"Mandibular","M< Mandibular Angle"
819,30,"Mandibular","RB' Minimum Ramus B R"
819,29,"Mandibular","RB' Minimum Ramus B L"
819,60.5,"Mandibular","CrH Coronoid Height R"
819,60,"Mandibular","RH Ramus Height R"
819,102.3,"Post-Cranial","SaL"
819,109,"Post-Cranial","SaB"
819,54.3,"Post-Cranial","BW"
819,158,"Post-Cranial","CLL1 L"
819,320,"Post-Cranial","HuL1 L"
819,48,"Post-Cranial","HuHD L"
819,24.2,"Post-Cranial","HuD1 L"
819,19.8,"Post-Cranial","HuD2 L"
819,73,"Post-Cranial","HuC L"
819,62.8,"Post-Cranial","HuE1 R"
819,63,"Post-Cranial","HuE1 L"
819,237,"Post-Cranial","RaL L"
819,22,"Post-Cranial","RaHD L"
819,255,"Post-Cranial","ULL1 L"
819,52.5,"Post-Cranial","TaL L"
819,28.7,"Post-Cranial","FeD1 L"
819,36,"Post-Cranial","FeD2 L"
819,82.8,"Post-Cranial","FeE R"
819,81,"Post-Cranial","FeE L"
819,370,"Post-Cranial","TiL1 R"
819,368,"Post-Cranial","TiL1 L"
819,370,"Post-Cranial","TiL2 R"
819,368,"Post-Cranial","TiL2 L"
819,36,"Post-Cranial","TiD1 R"
819,34,"Post-Cranial","TiD1 L"
819,25.6,"Post-Cranial","TiD2 R"
819,24.3,"Post-Cranial","TiD2 L"
819,74.8,"Post-Cranial","TiE R"
819,74.5,"Post-Cranial","TiE L"
819,368,"Post-Cranial","FiL1 L"
819,83.5,"Post-Cranial","CaL R"
819,84.5,"Post-Cranial","CaL L"
819,53.4,"Post-Cranial","TaL R"
819,46,"Post-Cranial","FeHD L"
819,46,"Post-Cranial","FeHD R"
819,35,"Cranial","G'2 Palatal Breadth (end-end)"
836,53.7,"Post-Cranial","BW"
836,422,"Post-Cranial","FeL1 L"
836,32.3,"Post-Cranial","FeD1 L"
836,39.7,"Post-Cranial","FeD2 L"
836,27.7,"Post-Cranial","FeD3 L"
836,25.7,"Post-Cranial","FeD4 L"
836,86,"Post-Cranial","FeC L"
836,79.9,"Post-Cranial","FeE L"
836,48,"Post-Cranial","FeHD L"
836,421,"Post-Cranial","FeL2 L"
841,87.5,"Cranial","GB Bimaxillary Breadth"
841,46.4,"Cranial","NH' Nasal Height"
841,21.4,"Cranial","NB Nasal Breadth"
841,10,"Cranial","SC Simotic Chord"
841,20.2,"Cranial","DC Bi-Dacryonic Chord"
841,35,"Cranial","DA Bi-Dacryonic Arc"
841,47.6,"Cranial","G'1 Palatal Length (st-o)"
841,57.7,"Cranial","ext-L External Length"
841,53.7,"Cranial","ext-B External Breadth (ecm-ecm)"
841,39.4,"Cranial","O'1 Orbital Breadth R"
841,110.6,"Cranial","J Bizygomatic Breadth"
841,128,"Cranial","S1 Frontal Arc"
841,110,"Cranial","S2 Parietal Arc"
841,112.1,"Cranial","S1' Frontal Chord"
841,96.2,"Cranial","S2' Parietal Chord"
841,94.2,"Cranial","ec-ec Bi-Orbital Breadth"
841,102.9,"Cranial","fmt-fmt Upper Facial Breadth"
841,64.4,"Cranial","G'H Upper Facial Height"
841,39.4,"Cranial","O'1 Orbital Breadth L"
841,32.1,"Cranial","O'2 Orbital Length R"
841,33.5,"Cranial","O'2 Orbital Length L"
841,101,"Mandibular","ML Maximum Length"
841,106,"Mandibular","W1 Bicondylar Width"
841,26.9,"Mandibular","H1 Symphyseal Height"
841,88.8,"Mandibular","GoGo Bigonial Breadth"
841,46.3,"Mandibular","ZZ Biforamen Breadth"
841,130,"Mandibular","M< Mandibular Angle"
841,29.3,"Mandibular","RB' Minimum Ramus B R"
841,31.1,"Mandibular","RB' Minimum Ramus B L"
841,56.1,"Mandibular","CrH Coronoid Height R"
841,58.5,"Mandibular","CrH Coronoid Height L"
841,58.4,"Mandibular","RH Ramus Height R"
841,60.4,"Mandibular","RH Ramus Height L"
841,123.4,"Post-Cranial","SaB"
841,47.6,"Post-Cranial","BW"
841,445,"Post-Cranial","FeL1 R"
841,445,"Post-Cranial","FeL1 L"
841,144.8,"Post-Cranial","CLL1 R"
841,144.8,"Post-Cranial","CLL1 L"
841,35,"Post-Cranial","GLL R"
841,36.1,"Post-Cranial","GLL L"
841,25.4,"Post-Cranial","GLB L"
841,56.4,"Post-Cranial","HuE1 R"
841,54.4,"Post-Cranial","HuE1 L"
841,229,"Post-Cranial","RaL R"
841,227,"Post-Cranial","RaL L"
841,20.9,"Post-Cranial","RaHD R"
841,20.9,"Post-Cranial","RaHD L"
841,245,"Post-Cranial","ULL1 R"
841,241,"Post-Cranial","ULL1 L"
841,50,"Post-Cranial","TaL L"
841,27.2,"Post-Cranial","FeD1 R"
841,27,"Post-Cranial","FeD1 L"
841,28,"Post-Cranial","FeD2 R"
841,29.5,"Post-Cranial","FeD2 L"
841,28.3,"Post-Cranial","FeD3 R"
841,28.7,"Post-Cranial","FeD3 L"
841,25.8,"Post-Cranial","FeD4 R"
841,26.4,"Post-Cranial","FeD4 L"
841,84,"Post-Cranial","FeC R"
841,85,"Post-Cranial","FeC L"
841,70.8,"Post-Cranial","FeE R"
841,70.8,"Post-Cranial","FeE L"
841,376,"Post-Cranial","TiL1 R"
841,373,"Post-Cranial","TiL1 L"
841,374,"Post-Cranial","TiL2 R"
841,372,"Post-Cranial","TiL2 L"
841,34.2,"Post-Cranial","TiD1 R"
841,30.6,"Post-Cranial","TiD1 L"
841,22.4,"Post-Cranial","TiD2 R"
841,21.4,"Post-Cranial","TiD2 L"
841,69,"Post-Cranial","TiE R"
841,68,"Post-Cranial","TiE L"
841,79,"Post-Cranial","CaL R"
841,77.8,"Post-Cranial","CaL L"
841,48.1,"Post-Cranial","TaL R"
841,43.1,"Post-Cranial","FeHD L"
841,441,"Post-Cranial","FeL2 R"
841,442,"Post-Cranial","FeL2 L"
841,41.3,"Post-Cranial","FeHD R"
841,32.2,"Cranial","G'2 Palatal Breadth (end-end)"
856,86,"Cranial","GB Bimaxillary Breadth"
856,46.7,"Cranial","NH' Nasal Height"
856,22.3,"Cranial","NB Nasal Breadth"
856,6.1,"Cranial","SC Simotic Chord"
856,21.6,"Cranial","DC Bi-Dacryonic Chord"
856,35,"Cranial","DA Bi-Dacryonic Arc"
856,41.2,"Cranial","G'1 Palatal Length (st-o)"
856,47.7,"Cranial","ext-L External Length"
856,57.5,"Cranial","ext-B External Breadth (ecm-ecm)"
856,38,"Cranial","O'1 Orbital Breadth R"
856,180,"Cranial","L Maximum Length"
856,139,"Cranial","B Maximum Breadth"
856,135,"Cranial","H' Basi-Bregmatic Height"
856,97,"Cranial","LB Basi-Nasal Length"
856,126,"Cranial","J Bizygomatic Breadth"
856,90,"Cranial","GL Basi-Alveolar Length"
856,315,"Cranial","BQ' Transverse Biporial Arc"
856,130,"Cranial","S1 Frontal Arc"
856,142,"Cranial","S2 Parietal Arc"
856,111,"Cranial","S3 Occipital Arc"
856,114.3,"Cranial","S1' Frontal Chord"
856,121.7,"Cranial","S2' Parietal Chord"
856,87.9,"Cranial","S3' Occipital Chord"
856,510,"Cranial","U Max. Circumference"
856,106.6,"Cranial","Biast B Biasterionic Breadth"
856,31,"Cranial","FL Foraminal Length"
856,25,"Cranial","FB Foraminal Breadth"
856,92.8,"Cranial","ec-ec Bi-Orbital Breadth"
856,99.5,"Cranial","fmt-fmt Upper Facial Breadth"
856,59.7,"Cranial","G'H Upper Facial Height"
856,38.2,"Cranial","O'1 Orbital Breadth L"
856,34,"Cranial","O'2 Orbital Length R"
856,34.6,"Cranial","O'2 Orbital Length L"
856,127,"Cranial","PBH Porion-Bregma Height R"
856,126,"Cranial","PBH Porion-Bregma Height L"
856,103,"Mandibular","ML Maximum Length"
856,110,"Mandibular","W1 Bicondylar Width"
856,102.5,"Mandibular","GoGo Bigonial Breadth"
856,47,"Mandibular","ZZ Biforamen Breadth"
856,28.7,"Mandibular","RB' Minimum Ramus B R"
856,28.7,"Mandibular","RB' Minimum Ramus B L"
856,58,"Mandibular","CrH Coronoid Height R"
856,57.8,"Mandibular","CrH Coronoid Height L"
856,53,"Mandibular","RH Ramus Height R"
856,53,"Mandibular","RH Ramus Height L"
856,408,"Post-Cranial","FeL1 R"
856,411,"Post-Cranial","FeL1 L"
856,141,"Post-Cranial","CLL1 R"
856,141,"Post-Cranial","CLL1 L"
856,43,"Post-Cranial","GLL R"
856,41.2,"Post-Cranial","GLL L"
856,26.4,"Post-Cranial","GLB R"
856,27,"Post-Cranial","GLB L"
856,303,"Post-Cranial","HuL1 R"
856,298,"Post-Cranial","HuL1 L"
856,43.3,"Post-Cranial","HuHD R"
856,44.6,"Post-Cranial","HuHD L"
856,21.5,"Post-Cranial","HuD1 R"
856,20.5,"Post-Cranial","HuD1 L"
856,18,"Post-Cranial","HuD2 R"
856,17.2,"Post-Cranial","HuD2 L"
856,67,"Post-Cranial","HuC R"
856,67,"Post-Cranial","HuC L"
856,62,"Post-Cranial","HuE1 R"
856,59.5,"Post-Cranial","HuE1 L"
856,223,"Post-Cranial","RaL R"
856,223,"Post-Cranial","RaL L"
856,21.4,"Post-Cranial","RaHD L"
856,244,"Post-Cranial","ULL1 R"
856,242,"Post-Cranial","ULL1 L"
856,49.1,"Post-Cranial","TaL L"
856,29.6,"Post-Cranial","FeD1 R"
856,28.4,"Post-Cranial","FeD1 L"
856,32.8,"Post-Cranial","FeD2 R"
856,32.2,"Post-Cranial","FeD2 L"
856,28,"Post-Cranial","FeD3 R"
856,28.8,"Post-Cranial","FeD3 L"
856,26.9,"Post-Cranial","FeD4 R"
856,27.3,"Post-Cranial","FeD4 L"
856,86,"Post-Cranial","FeC R"
856,88,"Post-Cranial","FeC L"
856,69.2,"Post-Cranial","FeE R"
856,67.4,"Post-Cranial","FeE L"
856,332,"Post-Cranial","TiL1 R"
856,340,"Post-Cranial","TiL1 L"
856,332,"Post-Cranial","TiL2 R"
856,339,"Post-Cranial","TiL2 L"
856,30,"Post-Cranial","TiD1 R"
856,29.1,"Post-Cranial","TiD1 L"
856,23.7,"Post-Cranial","TiD2 R"
856,23.7,"Post-Cranial","TiD2 L"
856,67.6,"Post-Cranial","TiE R"
856,67.2,"Post-Cranial","TiE L"
856,327,"Post-Cranial","FiL1 R"
856,328,"Post-Cranial","FiL1 L"
856,71.6,"Post-Cranial","CaL R"
856,70.2,"Post-Cranial","CaL L"
856,48.4,"Post-Cranial","TaL R"
856,44.4,"Post-Cranial","FeHD L"
856,407,"Post-Cranial","FeL2 R"
856,410,"Post-Cranial","FeL2 L"
856,43.7,"Post-Cranial","FeHD R"
856,35.1,"Cranial","G'2 Palatal Breadth (end-end)"
867,99.8,"Cranial","Biast B Biasterionic Breadth"
867,96,"Mandibular","ML Maximum Length"
867,103.7,"Mandibular","W1 Bicondylar Width"
867,97.6,"Mandibular","GoGo Bigonial Breadth"
867,42.1,"Mandibular","ZZ Biforamen Breadth"
867,109,"Mandibular","M< Mandibular Angle"
867,26.2,"Mandibular","RB' Minimum Ramus B R"
867,26.7,"Mandibular","RB' Minimum Ramus B L"
867,58.1,"Mandibular","CrH Coronoid Height R"
867,58.8,"Mandibular","CrH Coronoid Height L"
867,64.5,"Mandibular","RH Ramus Height R"
867,65.1,"Mandibular","RH Ramus Height L"
867,301,"Post-Cranial","HuL1 R"
867,41.4,"Post-Cranial","HuHD R"
867,22.6,"Post-Cranial","HuD1 R"
867,19,"Post-Cranial","HuD2 R"
867,68,"Post-Cranial","HuC R"
867,54.5,"Post-Cranial","HuE1 R"
867,218,"Post-Cranial","RaL R"
867,235,"Post-Cranial","ULL1 R"
885,26.3,"Mandibular","RB' Minimum Ramus B R"
885,26,"Mandibular","RB' Minimum Ramus B L"
885,37.2,"Post-Cranial","BW"
885,47.4,"Post-Cranial","HuE1 R"
885,46.5,"Post-Cranial","TaL L"
885,26.3,"Post-Cranial","FeD1 R"
885,26.5,"Post-Cranial","FeD1 L"
885,29,"Post-Cranial","FeD2 R"
885,28.8,"Post-Cranial","FeD2 L"
885,69.4,"Post-Cranial","CaL R"
885,69,"Post-Cranial","CaL L"
885,47,"Post-Cranial","TaL R"
885,38.6,"Post-Cranial","FeHD R"
888,442,"Post-Cranial","FeL1 R"
888,30,"Post-Cranial","FeD1 R"
888,27.3,"Post-Cranial","FeD1 L"
888,32.8,"Post-Cranial","FeD2 R"
888,33.5,"Post-Cranial","FeD2 L"
888,34,"Post-Cranial","FeD3 R"
888,28.5,"Post-Cranial","FeD4 R"
888,95,"Post-Cranial","FeC R"
888,47.6,"Post-Cranial","FeHD L"
888,440,"Post-Cranial","FeL2 R"
892,87.2,"Cranial","GB Bimaxillary Breadth"
892,49,"Cranial","NH' Nasal Height"
892,24.2,"Cranial","NB Nasal Breadth"
892,10,"Cranial","SC Simotic Chord"
892,44.6,"Cranial","G'1 Palatal Length (st-o)"
892,49.1,"Cranial","ext-L External Length"
892,37.4,"Cranial","O'1 Orbital Breadth R"
892,180,"Cranial","L Maximum Length"
892,130,"Cranial","B Maximum Breadth"
892,118.3,"Cranial","J Bizygomatic Breadth"
892,280,"Cranial","BQ' Transverse Biporial Arc"
892,505,"Cranial","U Max. Circumference"
892,91,"Cranial","ec-ec Bi-Orbital Breadth"
892,98,"Cranial","fmt-fmt Upper Facial Breadth"
892,60,"Cranial","G'H Upper Facial Height"
892,36.1,"Cranial","O'1 Orbital Breadth L"
892,37.1,"Cranial","O'2 Orbital Length R"
892,38.2,"Cranial","O'2 Orbital Length L"
892,40.7,"Mandibular","ZZ Biforamen Breadth"
892,25.6,"Mandibular","RB' Minimum Ramus B R"
892,26.8,"Mandibular","RB' Minimum Ramus B L"
892,307,"Post-Cranial","HuL1 R"
892,299,"Post-Cranial","HuL1 L"
892,41.9,"Post-Cranial","HuHD R"
892,41.8,"Post-Cranial","HuHD L"
892,56.1,"Post-Cranial","HuE1 R"
892,56.4,"Post-Cranial","HuE1 L"
892,215,"Post-Cranial","RaL R"
892,215,"Post-Cranial","RaL L"
892,20.7,"Post-Cranial","RaHD R"
892,20.7,"Post-Cranial","RaHD L"
892,236,"Post-Cranial","ULL1 R"
892,235,"Post-Cranial","ULL1 L"
892,78.1,"Post-Cranial","FeE R"
892,42.1,"Post-Cranial","FeHD R"
898,439,"Post-Cranial","FeL1 R"
898,231,"Post-Cranial","RaL R"
898,248,"Post-Cranial","ULL1 R"
898,28.6,"Post-Cranial","FeD1 R"
898,28,"Post-Cranial","FeD1 L"
898,37.4,"Post-Cranial","FeD2 R"
898,36.2,"Post-Cranial","FeD2 L"
898,28.8,"Post-Cranial","FeD3 R"
898,29.9,"Post-Cranial","FeD4 R"
898,90,"Post-Cranial","FeC R"
898,352,"Post-Cranial","TiL1 R"
898,353,"Post-Cranial","TiL2 R"
898,35.4,"Post-Cranial","TiD1 R"
898,34.2,"Post-Cranial","TiD1 L"
898,22.8,"Post-Cranial","TiD2 R"
898,21,"Post-Cranial","TiD2 L"
898,78.4,"Post-Cranial","CaL R"
898,53.3,"Post-Cranial","TaL R"
898,50.6,"Post-Cranial","FeHD L"
898,436,"Post-Cranial","FeL2 R"
898,49.4,"Post-Cranial","FeHD R"
910,111.4,"Post-Cranial","SaB"
910,48.6,"Post-Cranial","BW"
910,57.7,"Post-Cranial","HuE1 L"
910,209,"Post-Cranial","RaL L"
910,221,"Post-Cranial","ULL1 L"
910,41.5,"Post-Cranial","FeHD L"
910,40.7,"Post-Cranial","FeHD R"
918,48,"Cranial","NH' Nasal Height"
918,45,"Cranial","G'1 Palatal Length (st-o)"
918,48.2,"Cranial","ext-L External Length"
918,135,"Cranial","B Maximum Breadth"
918,121,"Cranial","J Bizygomatic Breadth"
918,290,"Cranial","BQ' Transverse Biporial Arc"
918,130,"Cranial","S1 Frontal Arc"
918,115.6,"Cranial","S1' Frontal Chord"
918,96.2,"Cranial","ec-ec Bi-Orbital Breadth"
918,102.5,"Cranial","fmt-fmt Upper Facial Breadth"
918,36.5,"Cranial","O'1 Orbital Breadth L"
918,120,"Cranial","PBH Porion-Bregma Height R"
918,115,"Cranial","PBH Porion-Bregma Height L"
918,122.6,"Mandibular","W1 Bicondylar Width"
918,44.3,"Mandibular","ZZ Biforamen Breadth"
918,140,"Mandibular","M< Mandibular Angle"
918,30,"Mandibular","RB' Minimum Ramus B L"
918,65,"Mandibular","CrH Coronoid Height L"
918,55.2,"Mandibular","RH Ramus Height L"
918,116.8,"Post-Cranial","SaB"
918,46,"Post-Cranial","BW"
918,409,"Post-Cranial","FeL1 L"
918,147.6,"Post-Cranial","CLL1 R"
918,144.8,"Post-Cranial","CLL1 L"
918,38.8,"Post-Cranial","GLL R"
918,37.4,"Post-Cranial","GLL L"
918,25.9,"Post-Cranial","GLB L"
918,300,"Post-Cranial","HuL1 R"
918,295,"Post-Cranial","HuL1 L"
918,40,"Post-Cranial","HuHD R"
918,40.5,"Post-Cranial","HuHD L"
918,18.8,"Post-Cranial","HuD1 R"
918,17.9,"Post-Cranial","HuD1 L"
918,16.6,"Post-Cranial","HuD2 R"
918,15.7,"Post-Cranial","HuD2 L"
918,59,"Post-Cranial","HuC R"
918,58,"Post-Cranial","HuC L"
918,55.3,"Post-Cranial","HuE1 R"
918,53.2,"Post-Cranial","HuE1 L"
918,232,"Post-Cranial","RaL R"
918,232,"Post-Cranial","RaL L"
918,19.4,"Post-Cranial","RaHD R"
918,19,"Post-Cranial","RaHD L"
918,252,"Post-Cranial","ULL1 R"
918,249,"Post-Cranial","ULL1 L"
918,47.4,"Post-Cranial","TaL L"
918,29.3,"Post-Cranial","FeD1 R"
918,32.3,"Post-Cranial","FeD2 R"
918,26.9,"Post-Cranial","FeD3 L"
918,28.3,"Post-Cranial","FeD4 L"
918,70.6,"Post-Cranial","FeE L"
918,362,"Post-Cranial","TiL1 L"
918,360,"Post-Cranial","TiL2 L"
918,27.2,"Post-Cranial","TiD1 R"
918,28.9,"Post-Cranial","TiD1 L"
918,20,"Post-Cranial","TiD2 R"
918,18.9,"Post-Cranial","TiD2 L"
918,64.9,"Post-Cranial","TiE L"
918,41.9,"Post-Cranial","FeHD L"
918,406,"Post-Cranial","FeL2 L"
918,40.6,"Post-Cranial","FeHD R"
926,345,"Post-Cranial","HuL1 L"
926,48.5,"Post-Cranial","HuHD L"
926,69.2,"Post-Cranial","HuE1 L"
926,244,"Post-Cranial","RaL L"
926,267,"Post-Cranial","ULL1 L"
948,89.6,"Cranial","GB Bimaxillary Breadth"
948,56,"Cranial","NH' Nasal Height"
948,23.1,"Cranial","NB Nasal Breadth"
948,7,"Cranial","SC Simotic Chord"
948,18.6,"Cranial","DC Bi-Dacryonic Chord"
948,30,"Cranial","DA Bi-Dacryonic Arc"
948,46.2,"Cranial","G'1 Palatal Length (st-o)"
948,51.5,"Cranial","ext-L External Length"
948,39.3,"Cranial","O'1 Orbital Breadth R"
948,189,"Cranial","L Maximum Length"
948,143,"Cranial","B Maximum Breadth"
948,135,"Cranial","H' Basi-Bregmatic Height"
948,103,"Cranial","LB Basi-Nasal Length"
948,127.8,"Cranial","J Bizygomatic Breadth"
948,94,"Cranial","GL Basi-Alveolar Length"
948,312,"Cranial","BQ' Transverse Biporial Arc"
948,130,"Cranial","S1 Frontal Arc"
948,130,"Cranial","S2 Parietal Arc"
948,124,"Cranial","S3 Occipital Arc"
948,116.6,"Cranial","S1' Frontal Chord"
948,111,"Cranial","S2' Parietal Chord"
948,98.7,"Cranial","S3' Occipital Chord"
948,535,"Cranial","U Max. Circumference"
948,111.5,"Cranial","Biast B Biasterionic Breadth"
948,32.6,"Cranial","FL Foraminal Length"
948,30.7,"Cranial","FB Foraminal Breadth"
948,92.3,"Cranial","ec-ec Bi-Orbital Breadth"
948,101.3,"Cranial","fmt-fmt Upper Facial Breadth"
948,68,"Cranial","G'H Upper Facial Height"
948,39,"Cranial","O'1 Orbital Breadth L"
948,38.2,"Cranial","O'2 Orbital Length R"
948,38.5,"Cranial","O'2 Orbital Length L"
948,127,"Cranial","PBH Porion-Bregma Height R"
948,124,"Cranial","PBH Porion-Bregma Height L"
948,54.6,"Post-Cranial","BW"
948,479,"Post-Cranial","FeL1 R"
948,481,"Post-Cranial","FeL1 L"
948,43,"Post-Cranial","GLL R"
948,42.3,"Post-Cranial","GLL L"
948,30,"Post-Cranial","GLB R"
948,31,"Post-Cranial","GLB L"
948,331,"Post-Cranial","HuL1 L"
948,46.8,"Post-Cranial","HuHD L"
948,21.2,"Post-Cranial","HuD1 L"
948,18.2,"Post-Cranial","HuD2 L"
948,66,"Post-Cranial","HuC L"
948,63.7,"Post-Cranial","HuE1 L"
948,250,"Post-Cranial","RaL R"
948,249,"Post-Cranial","RaL L"
948,264,"Post-Cranial","ULL1 R"
948,262,"Post-Cranial","ULL1 L"
948,55.7,"Post-Cranial","TaL L"
